;p.u.
;PV
14900;0,008125
14901;0,010833333
14902;0,022033333
14903;0,033233333
14904;0,044433333
14905;0,055633333
14906;0,079366667
14907;0,1031
14908;0,126833333
14909;0,150566667
14910;0,194091667
14911;0,237616667
14912;0,281141667
14913;0,324666667
14914;0,381375
14915;0,438083333
14916;0,494791667
14917;0,5515
14918;0,584266667
14919;0,617033333
14920;0,6498
14921;0,682566667
14922;0,701658333
14923;0,72075
14924;0,739841667
14925;0,758933333
14926;0,769958333
14927;0,780983333
14928;0,792008333
14929;0,803033333
14930;0,803508333
14931;0,803983333
14932;0,804458333
14933;0,804933333
14934;0,794216667
14935;0,7835
14936;0,772783333
14937;0,762066667
14938;0,738941667
14939;0,715816667
14940;0,692691667
14941;0,669566667
14942;0,637733333
14943;0,6059
14944;0,574066667
14945;0,542233333
14946;0,495591667
14947;0,44895
14948;0,402308333
14949;0,355666667
14950;0,292633333
14951;0,2296
14952;0,166566667
14953;0,103533333
14954;0,083258333
14955;0,062983333
14956;0,042708333
14957;0,022433333
14958;0,0175
14959;0,012566667
14960;0,007633333
14961;0,0027
14962;0,002025
14963;0,00135
14964;0,000675
14965;0
14966;0
14967;0
14968;0
14969;0
14970;0
14971;0
14972;0
14973;0
14974;0
14975;0
14976;0
14977;0
14978;0
14979;0
14980;0
14981;0
14982;0
14983;0
14984;0
14985;0
14986;0
14987;0
14988;0
14989;0
14990;0
14991;0
14992;0
14993;0
14994;0,00155
14995;0,0031
14996;0,00465
14997;0,0062
14998;0,012258333
14999;0,018316667
15000;0,024375
15001;0,030433333
15002;0,0496
15003;0,068766667
15004;0,087933333
15005;0,1071
15006;0,140491667
15007;0,173883333
15008;0,207275
15009;0,240666667
15010;0,264883333
15011;0,2891
15012;0,313316667
15013;0,337533333
15014;0,336591667
15015;0,33565
15016;0,334708333
15017;0,333766667
15018;0,39805
15019;0,462333333
15020;0,526616667
15021;0,5909
15022;0,627908333
15023;0,664916667
15024;0,701925
15025;0,738933333
15026;0,723583333
15027;0,708233333
15028;0,692883333
15029;0,677533333
15030;0,624141667
15031;0,57075
15032;0,517358333
15033;0,463966667
15034;0,5117
15035;0,559433333
15036;0,607166667
15037;0,6549
15038;0,626325
15039;0,59775
15040;0,569175
15041;0,5406
15042;0,493291667
15043;0,445983333
15044;0,398675
15045;0,351366667
15046;0,285966667
15047;0,220566667
15048;0,155166667
15049;0,089766667
15050;0,078891667
15051;0,068016667
15052;0,057141667
15053;0,046266667
15054;0,036541667
15055;0,026816667
15056;0,017091667
15057;0,007366667
15058;0,005525
15059;0,003683333
15060;0,001841667
15061;0
15062;0
15063;0
15064;0
15065;0
15066;0
15067;0
15068;0
15069;0
15070;0
15071;0
15072;0
15073;0
15074;0
15075;0
15076;0
15077;0
15078;0
15079;0
15080;0
15081;0
15082;0
15083;0
15084;0
15085;0
15086;0
15087;0
15088;0
15089;0
15090;0
15091;0
15092;0
15093;0
15094;0,001066667
15095;0,002133333
15096;0,0032
15097;0,004266667
15098;0,007608333
15099;0,01095
15100;0,014291667
15101;0,017633333
15102;0,0373
15103;0,056966667
15104;0,076633333
15105;0,0963
15106;0,115725
15107;0,13515
15108;0,154575
15109;0,174
15110;0,193558333
15111;0,213116667
15112;0,232675
15113;0,252233333
15114;0,308833333
15115;0,365433333
15116;0,422033333
15117;0,478633333
15118;0,508975
15119;0,539316667
15120;0,569658333
15121;0,6
15122;0,638658333
15123;0,677316667
15124;0,715975
15125;0,754633333
15126;0,762891667
15127;0,77115
15128;0,779408333
15129;0,787666667
15130;0,65665
15131;0,525633333
15132;0,394616667
15133;0,2636
15134;0,214933333
15135;0,166266667
15136;0,1176
15137;0,068933333
15138;0,087175
15139;0,105416667
15140;0,123658333
15141;0,1419
15142;0,126858333
15143;0,111816667
15144;0,096775
15145;0,081733333
15146;0,0704
15147;0,059066667
15148;0,047733333
15149;0,0364
15150;0,028908333
15151;0,021416667
15152;0,013925
15153;0,006433333
15154;0,004825
15155;0,003216667
15156;0,001608333
15157;0
15158;0
15159;0
15160;0
15161;0
15162;0
15163;0
15164;0
15165;0
15166;0
15167;0
15168;0
15169;0
15170;0
15171;0
15172;0
15173;0
15174;0
15175;0
15176;0
15177;0
15178;0
15179;0
15180;0
15181;0
15182;0
15183;0
15184;0
15185;0
15186;0,001791667
15187;0,003583333
15188;0,005375
15189;0,007166667
15190;0,01715
15191;0,027133333
15192;0,037116667
15193;0,0471
15194;0,077066667
15195;0,107033333
15196;0,137
15197;0,166966667
15198;0,207058333
15199;0,24715
15200;0,287241667
15201;0,327333333
15202;0,382733333
15203;0,438133333
15204;0,493533333
15205;0,548933333
15206;0,585
15207;0,621066667
15208;0,657133333
15209;0,6932
15210;0,700391667
15211;0,707583333
15212;0,714775
15213;0,721966667
15214;0,7076
15215;0,693233333
15216;0,678866667
15217;0,6645
15218;0,702566667
15219;0,740633333
15220;0,7787
15221;0,816766667
15222;0,768558333
15223;0,72035
15224;0,672141667
15225;0,623933333
15226;0,539891667
15227;0,45585
15228;0,371808333
15229;0,287766667
15230;0,349825
15231;0,411883333
15232;0,473941667
15233;0,536
15234;0,440158333
15235;0,344316667
15236;0,248475
15237;0,152633333
15238;0,1472
15239;0,141766667
15240;0,136333333
15241;0,1309
15242;0,103608333
15243;0,076316667
15244;0,049025
15245;0,021733333
15246;0,017325
15247;0,012916667
15248;0,008508333
15249;0,0041
15250;0,003075
15251;0,00205
15252;0,001025
15253;0
15254;0
15255;0
15256;0
15257;0
15258;0
15259;0
15260;0
15261;0
15262;0
15263;0
15264;0
15265;0
15266;0
15267;0
15268;0
15269;0
15270;0
15271;0
15272;0
15273;0
15274;0
15275;0
15276;0
15277;0
15278;0
15279;0
15280;0
15281;0
15282;0,0017
15283;0,0034
15284;0,0051
15285;0,0068
15286;0,015908333
15287;0,025016667
15288;0,034125
15289;0,043233333
15290;0,074225
15291;0,105216667
15292;0,136208333
15293;0,1672
15294;0,210825
15295;0,25445
15296;0,298075
15297;0,3417
15298;0,396308333
15299;0,450916667
15300;0,505525
15301;0,560133333
15302;0,590825
15303;0,621516667
15304;0,652208333
15305;0,6829
15306;0,704933333
15307;0,726966667
15308;0,749
15309;0,771033333
15310;0,780591667
15311;0,79015
15312;0,799708333
15313;0,809266667
15314;0,813666667
15315;0,818066667
15316;0,822466667
15317;0,826866667
15318;0,810816667
15319;0,794766667
15320;0,778716667
15321;0,762666667
15322;0,746975
15323;0,731283333
15324;0,715591667
15325;0,6999
15326;0,655875
15327;0,61185
15328;0,567825
15329;0,5238
15330;0,484416667
15331;0,445033333
15332;0,40565
15333;0,366266667
15334;0,308216667
15335;0,250166667
15336;0,192116667
15337;0,134066667
15338;0,107225
15339;0,080383333
15340;0,053541667
15341;0,0267
15342;0,020766667
15343;0,014833333
15344;0,0089
15345;0,002966667
15346;0,002225
15347;0,001483333
15348;0,000741667
15349;0
15350;0
15351;0
15352;0
15353;0
15354;0
15355;0
15356;0
15357;0
15358;0
15359;0
15360;0
15361;0
15362;0
15363;0
15364;0
15365;0
15366;0
15367;0
15368;0
15369;0
15370;0
15371;0
15372;0
15373;0
15374;0
15375;0
15376;0
15377;0
15378;0,001816667
15379;0,003633333
15380;0,00545
15381;0,007266667
15382;0,017333333
15383;0,0274
15384;0,037466667
15385;0,047533333
15386;0,065508333
15387;0,083483333
15388;0,101458333
15389;0,119433333
15390;0,150266667
15391;0,1811
15392;0,211933333
15393;0,242766667
15394;0,320275
15395;0,397783333
15396;0,475291667
15397;0,5528
15398;0,584208333
15399;0,615616667
15400;0,647025
15401;0,678433333
15402;0,687408333
15403;0,696383333
15404;0,705358333
15405;0,714333333
15406;0,728758333
15407;0,743183333
15408;0,757608333
15409;0,772033333
15410;0,784458333
15411;0,796883333
15412;0,809308333
15413;0,821733333
15414;0,804308333
15415;0,786883333
15416;0,769458333
15417;0,752033333
15418;0,619533333
15419;0,487033333
15420;0,354533333
15421;0,222033333
15422;0,18195
15423;0,141866667
15424;0,101783333
15425;0,0617
15426;0,087516667
15427;0,113333333
15428;0,13915
15429;0,164966667
15430;0,155625
15431;0,146283333
15432;0,136941667
15433;0,1276
15434;0,108391667
15435;0,089183333
15436;0,069975
15437;0,050766667
15438;0,039908333
15439;0,02905
15440;0,018191667
15441;0,007333333
15442;0,0055
15443;0,003666667
15444;0,001833333
15445;0
15446;0
15447;0
15448;0
15449;0
15450;0
15451;0
15452;0
15453;0
15454;0
15455;0
15456;0
15457;0
15458;0
15459;0
15460;0
15461;0
15462;0
15463;0
15464;0
15465;0
15466;0
15467;0
15468;0
15469;0
15470;0
15471;0
15472;0
15473;0
15474;0,000733333
15475;0,001466667
15476;0,0022
15477;0,002933333
15478;0,0111
15479;0,019266667
15480;0,027433333
15481;0,0356
15482;0,068491667
15483;0,101383333
15484;0,134275
15485;0,167166667
15486;0,208841667
15487;0,250516667
15488;0,292191667
15489;0,333866667
15490;0,381941667
15491;0,430016667
15492;0,478091667
15493;0,526166667
15494;0,564266667
15495;0,602366667
15496;0,640466667
15497;0,678566667
15498;0,6981
15499;0,717633333
15500;0,737166667
15501;0,7567
15502;0,772083333
15503;0,787466667
15504;0,80285
15505;0,818233333
15506;0,784791667
15507;0,75135
15508;0,717908333
15509;0,684466667
15510;0,685458333
15511;0,68645
15512;0,687441667
15513;0,688433333
15514;0,65765
15515;0,626866667
15516;0,596083333
15517;0,5653
15518;0,489016667
15519;0,412733333
15520;0,33645
15521;0,260166667
15522;0,221725
15523;0,183283333
15524;0,144841667
15525;0,1064
15526;0,098158333
15527;0,089916667
15528;0,081675
15529;0,073433333
15530;0,066766667
15531;0,0601
15532;0,053433333
15533;0,046766667
15534;0,035675
15535;0,024583333
15536;0,013491667
15537;0,0024
15538;0,0018
15539;0,0012
15540;0,0006
15541;0
15542;0
15543;0
15544;0
15545;0
15546;0
15547;0
15548;0
15549;0
15550;0
15551;0
15552;0
15553;0
15554;0
15555;0
15556;0
15557;0
15558;0
15559;0
15560;0
15561;0
15562;0
15563;0
15564;0
15565;0
15566;0
15567;0
15568;0
15569;0
15570;0,001308333
15571;0,002616667
15572;0,003925
15573;0,005233333
15574;0,013408333
15575;0,021583333
15576;0,029758333
15577;0,037933333
15578;0,069725
15579;0,101516667
15580;0,133308333
15581;0,1651
15582;0,210158333
15583;0,255216667
15584;0,300275
15585;0,345333333
15586;0,398933333
15587;0,452533333
15588;0,506133333
15589;0,559733333
15590;0,591166667
15591;0,6226
15592;0,654033333
15593;0,685466667
15594;0,691725
15595;0,697983333
15596;0,704241667
15597;0,7105
15598;0,741316667
15599;0,772133333
15600;0,80295
15601;0,833766667
15602;0,770158333
15603;0,70655
15604;0,642941667
15605;0,579333333
15606;0,595708333
15607;0,612083333
15608;0,628458333
15609;0,644833333
15610;0,66035
15611;0,675866667
15612;0,691383333
15613;0,7069
15614;0,673616667
15615;0,640333333
15616;0,60705
15617;0,573766667
15618;0,520858333
15619;0,46795
15620;0,415041667
15621;0,362133333
15622;0,306541667
15623;0,25095
15624;0,195358333
15625;0,139766667
15626;0,114233333
15627;0,0887
15628;0,063166667
15629;0,037633333
15630;0,02995
15631;0,022266667
15632;0,014583333
15633;0,0069
15634;0,005175
15635;0,00345
15636;0,001725
15637;0
15638;0
15639;0
15640;0
15641;0
15642;0
15643;0
15644;0
15645;0
15646;0
15647;0
15648;0
15649;0
15650;0
15651;0
15652;0
15653;0
15654;0
15655;0
15656;0
15657;0
15658;0
15659;0
15660;0
15661;0
15662;0
15663;0
15664;0
15665;0
15666;0,001633333
15667;0,003266667
15668;0,0049
15669;0,006533333
15670;0,014725
15671;0,022916667
15672;0,031108333
15673;0,0393
15674;0,052666667
15675;0,066033333
15676;0,0794
15677;0,092766667
15678;0,1159
15679;0,139033333
15680;0,162166667
15681;0,1853
15682;0,213741667
15683;0,242183333
15684;0,270625
15685;0,299066667
15686;0,318041667
15687;0,337016667
15688;0,355991667
15689;0,374966667
15690;0,406266667
15691;0,437566667
15692;0,468866667
15693;0,500166667
15694;0,529891667
15695;0,559616667
15696;0,589341667
15697;0,619066667
15698;0,664658333
15699;0,71025
15700;0,755841667
15701;0,801433333
15702;0,762708333
15703;0,723983333
15704;0,685258333
15705;0,646533333
15706;0,528408333
15707;0,410283333
15708;0,292158333
15709;0,174033333
15710;0,19745
15711;0,220866667
15712;0,244283333
15713;0,2677
15714;0,278275
15715;0,28885
15716;0,299425
15717;0,31
15718;0,268508333
15719;0,227016667
15720;0,185525
15721;0,144033333
15722;0,113125
15723;0,082216667
15724;0,051308333
15725;0,0204
15726;0,016441667
15727;0,012483333
15728;0,008525
15729;0,004566667
15730;0,003425
15731;0,002283333
15732;0,001141667
15733;0
15734;0
15735;0
15736;0
15737;0
15738;0
15739;0
15740;0
15741;0
15742;0
15743;0
15744;0
15745;0
15746;0
15747;0
15748;0
15749;0
15750;0
15751;0
15752;0
15753;0
15754;0
15755;0
15756;0
15757;0
15758;0
15759;0
15760;0
15761;0
15762;0,001341667
15763;0,002683333
15764;0,004025
15765;0,005366667
15766;0,012658333
15767;0,01995
15768;0,027241667
15769;0,034533333
15770;0,067833333
15771;0,101133333
15772;0,134433333
15773;0,167733333
15774;0,217625
15775;0,267516667
15776;0,317408333
15777;0,3673
15778;0,423183333
15779;0,479066667
15780;0,53495
15781;0,590833333
15782;0,6281
15783;0,665366667
15784;0,702633333
15785;0,7399
15786;0,762108333
15787;0,784316667
15788;0,806525
15789;0,828733333
15790;0,836125
15791;0,843516667
15792;0,850908333
15793;0,8583
15794;0,859825
15795;0,86135
15796;0,862875
15797;0,8644
15798;0,853616667
15799;0,842833333
15800;0,83205
15801;0,821266667
15802;0,798233333
15803;0,7752
15804;0,752166667
15805;0,729133333
15806;0,693908333
15807;0,658683333
15808;0,623458333
15809;0,588233333
15810;0,54165
15811;0,495066667
15812;0,448483333
15813;0,4019
15814;0,333233333
15815;0,264566667
15816;0,1959
15817;0,127233333
15818;0,10055
15819;0,073866667
15820;0,047183333
15821;0,0205
15822;0,016458333
15823;0,012416667
15824;0,008375
15825;0,004333333
15826;0,00325
15827;0,002166667
15828;0,001083333
15829;0
15830;0
15831;0
15832;0
15833;0
15834;0
15835;0
15836;0
15837;0
15838;0
15839;0
15840;0
15841;0
15842;0
15843;0
15844;0
15845;0
15846;0
15847;0
15848;0
15849;0
15850;0
15851;0
15852;0
15853;0
15854;0
15855;0
15856;0
15857;0
15858;0,001191667
15859;0,002383333
15860;0,003575
15861;0,004766667
15862;0,0128
15863;0,020833333
15864;0,028866667
15865;0,0369
15866;0,07055
15867;0,1042
15868;0,13785
15869;0,1715
15870;0,2172
15871;0,2629
15872;0,3086
15873;0,3543
15874;0,409408333
15875;0,464516667
15876;0,519625
15877;0,574733333
15878;0,601633333
15879;0,628533333
15880;0,655433333
15881;0,682333333
15882;0,711258333
15883;0,740183333
15884;0,769108333
15885;0,798033333
15886;0,809066667
15887;0,8201
15888;0,831133333
15889;0,842166667
15890;0,840958333
15891;0,83975
15892;0,838541667
15893;0,837333333
15894;0,828133333
15895;0,818933333
15896;0,809733333
15897;0,800533333
15898;0,776525
15899;0,752516667
15900;0,728508333
15901;0,7045
15902;0,656141667
15903;0,607783333
15904;0,559425
15905;0,511066667
15906;0,476041667
15907;0,441016667
15908;0,405991667
15909;0,370966667
15910;0,306516667
15911;0,242066667
15912;0,177616667
15913;0,113166667
15914;0,090533333
15915;0,0679
15916;0,045266667
15917;0,022633333
15918;0,018016667
15919;0,0134
15920;0,008783333
15921;0,004166667
15922;0,003125
15923;0,002083333
15924;0,001041667
15925;0
15926;0
15927;0
15928;0
15929;0
15930;0
15931;0
15932;0
15933;0
15934;0
15935;0
15936;0
15937;0
15938;0
15939;0
15940;0
15941;0
15942;0
15943;0
15944;0
15945;0
15946;0
15947;0
15948;0
15949;0
15950;0
15951;0
15952;0
15953;0
15954;0,002641667
15955;0,005283333
15956;0,007925
15957;0,010566667
15958;0,019625
15959;0,028683333
15960;0,037741667
15961;0,0468
15962;0,080175
15963;0,11355
15964;0,146925
15965;0,1803
15966;0,202366667
15967;0,224433333
15968;0,2465
15969;0,268566667
15970;0,302716667
15971;0,336866667
15972;0,371016667
15973;0,405166667
15974;0,46585
15975;0,526533333
15976;0,587216667
15977;0,6479
15978;0,674008333
15979;0,700116667
15980;0,726225
15981;0,752333333
15982;0,724891667
15983;0,69745
15984;0,670008333
15985;0,642566667
15986;0,629566667
15987;0,616566667
15988;0,603566667
15989;0,590566667
15990;0,621483333
15991;0,6524
15992;0,683316667
15993;0,714233333
15994;0,635858333
15995;0,557483333
15996;0,479108333
15997;0,400733333
15998;0,382491667
15999;0,36425
16000;0,346008333
16001;0,327766667
16002;0,313041667
16003;0,298316667
16004;0,283591667
16005;0,268866667
16006;0,22795
16007;0,187033333
16008;0,146116667
16009;0,1052
16010;0,085741667
16011;0,066283333
16012;0,046825
16013;0,027366667
16014;0,0213
16015;0,015233333
16016;0,009166667
16017;0,0031
16018;0,002325
16019;0,00155
16020;0,000775
16021;0
16022;0
16023;0
16024;0
16025;0
16026;0
16027;0
16028;0
16029;0
16030;0
16031;0
16032;0
16033;0
16034;0
16035;0
16036;0
16037;0
16038;0
16039;0
16040;0
16041;0
16042;0
16043;0
16044;0
16045;0
16046;0
16047;0
16048;0
16049;0
16050;0,001291667
16051;0,002583333
16052;0,003875
16053;0,005166667
16054;0,013116667
16055;0,021066667
16056;0,029016667
16057;0,036966667
16058;0,068416667
16059;0,099866667
16060;0,131316667
16061;0,162766667
16062;0,207141667
16063;0,251516667
16064;0,295891667
16065;0,340266667
16066;0,393375
16067;0,446483333
16068;0,499591667
16069;0,5527
16070;0,584058333
16071;0,615416667
16072;0,646775
16073;0,678133333
16074;0,7009
16075;0,723666667
16076;0,746433333
16077;0,7692
16078;0,778483333
16079;0,787766667
16080;0,79705
16081;0,806333333
16082;0,806841667
16083;0,80735
16084;0,807858333
16085;0,808366667
16086;0,796675
16087;0,784983333
16088;0,773291667
16089;0,7616
16090;0,739991667
16091;0,718383333
16092;0,696775
16093;0,675166667
16094;0,641841667
16095;0,608516667
16096;0,575191667
16097;0,541866667
16098;0,497391667
16099;0,452916667
16100;0,408441667
16101;0,363966667
16102;0,306916667
16103;0,249866667
16104;0,192816667
16105;0,135766667
16106;0,112341667
16107;0,088916667
16108;0,065491667
16109;0,042066667
16110;0,032883333
16111;0,0237
16112;0,014516667
16113;0,005333333
16114;0,004
16115;0,002666667
16116;0,001333333
16117;0
16118;0
16119;0
16120;0
16121;0
16122;0
16123;0
16124;0
16125;0
16126;0
16127;0
16128;0
16129;0
16130;0
16131;0
16132;0
16133;0
16134;0
16135;0
16136;0
16137;0
16138;0
16139;0
16140;0
16141;0
16142;0
16143;0
16144;0
16145;0
16146;0,001716667
16147;0,003433333
16148;0,00515
16149;0,006866667
16150;0,014983333
16151;0,0231
16152;0,031216667
16153;0,039333333
16154;0,067891667
16155;0,09645
16156;0,125008333
16157;0,153566667
16158;0,199233333
16159;0,2449
16160;0,290566667
16161;0,336233333
16162;0,388408333
16163;0,440583333
16164;0,492758333
16165;0,544933333
16166;0,577766667
16167;0,6106
16168;0,643433333
16169;0,676266667
16170;0,6982
16171;0,720133333
16172;0,742066667
16173;0,764
16174;0,772116667
16175;0,780233333
16176;0,78835
16177;0,796466667
16178;0,799916667
16179;0,803366667
16180;0,806816667
16181;0,810266667
16182;0,799241667
16183;0,788216667
16184;0,777191667
16185;0,766166667
16186;0,738583333
16187;0,711
16188;0,683416667
16189;0,655833333
16190;0,599641667
16191;0,54345
16192;0,487258333
16193;0,431066667
16194;0,393891667
16195;0,356716667
16196;0,319541667
16197;0,282366667
16198;0,260466667
16199;0,238566667
16200;0,216666667
16201;0,194766667
16202;0,158083333
16203;0,1214
16204;0,084716667
16205;0,048033333
16206;0,038158333
16207;0,028283333
16208;0,018408333
16209;0,008533333
16210;0,0064
16211;0,004266667
16212;0,002133333
16213;0
16214;0
16215;0
16216;0
16217;0
16218;0
16219;0
16220;0
16221;0
16222;0
16223;0
16224;0
16225;0
16226;0
16227;0
16228;0
16229;0
16230;0
16231;0
16232;0
16233;0
16234;0
16235;0
16236;0
16237;0
16238;0
16239;0
16240;0
16241;0
16242;0,000708333
16243;0,001416667
16244;0,002125
16245;0,002833333
16246;0,011608333
16247;0,020383333
16248;0,029158333
16249;0,037933333
16250;0,068533333
16251;0,099133333
16252;0,129733333
16253;0,160333333
16254;0,197258333
16255;0,234183333
16256;0,271108333
16257;0,308033333
16258;0,360383333
16259;0,412733333
16260;0,465083333
16261;0,517433333
16262;0,550458333
16263;0,583483333
16264;0,616508333
16265;0,649533333
16266;0,670275
16267;0,691016667
16268;0,711758333
16269;0,7325
16270;0,744125
16271;0,75575
16272;0,767375
16273;0,779
16274;0,777366667
16275;0,775733333
16276;0,7741
16277;0,772466667
16278;0,764916667
16279;0,757366667
16280;0,749816667
16281;0,742266667
16282;0,718541667
16283;0,694816667
16284;0,671091667
16285;0,647366667
16286;0,612366667
16287;0,577366667
16288;0,542366667
16289;0,507366667
16290;0,464508333
16291;0,42165
16292;0,378791667
16293;0,335933333
16294;0,281491667
16295;0,22705
16296;0,172608333
16297;0,118166667
16298;0,097291667
16299;0,076416667
16300;0,055541667
16301;0,034666667
16302;0,027108333
16303;0,01955
16304;0,011991667
16305;0,004433333
16306;0,003325
16307;0,002216667
16308;0,001108333
16309;0
16310;0
16311;0
16312;0
16313;0
16314;0
16315;0
16316;0
16317;0
16318;0
16319;0
16320;0
16321;0
16322;0
16323;0
16324;0
16325;0
16326;0
16327;0
16328;0
16329;0
16330;0
16331;0
16332;0
16333;0
16334;0
16335;0
16336;0
16337;0
16338;0,003075
16339;0,00615
16340;0,009225
16341;0,0123
16342;0,023308333
16343;0,034316667
16344;0,045325
16345;0,056333333
16346;0,086358333
16347;0,116383333
16348;0,146408333
16349;0,176433333
16350;0,2143
16351;0,252166667
16352;0,290033333
16353;0,3279
16354;0,370483333
16355;0,413066667
16356;0,45565
16357;0,498233333
16358;0,526975
16359;0,555716667
16360;0,584458333
16361;0,6132
16362;0,612258333
16363;0,611316667
16364;0,610375
16365;0,609433333
16366;0,624083333
16367;0,638733333
16368;0,653383333
16369;0,668033333
16370;0,664658333
16371;0,661283333
16372;0,657908333
16373;0,654533333
16374;0,643791667
16375;0,63305
16376;0,622308333
16377;0,611566667
16378;0,609125
16379;0,606683333
16380;0,604241667
16381;0,6018
16382;0,553225
16383;0,50465
16384;0,456075
16385;0,4075
16386;0,381566667
16387;0,355633333
16388;0,3297
16389;0,303766667
16390;0,263408333
16391;0,22305
16392;0,182691667
16393;0,142333333
16394;0,119625
16395;0,096916667
16396;0,074208333
16397;0,0515
16398;0,039525
16399;0,02755
16400;0,015575
16401;0,0036
16402;0,0027
16403;0,0018
16404;0,0009
16405;0
16406;0
16407;0
16408;0
16409;0
16410;0
16411;0
16412;0
16413;0
16414;0
16415;0
16416;0
16417;0
16418;0
16419;0
16420;0
16421;0
16422;0
16423;0
16424;0
16425;0
16426;0
16427;0
16428;0
16429;0
16430;0
16431;0
16432;0
16433;0
16434;0,003191667
16435;0,006383333
16436;0,009575
16437;0,012766667
16438;0,026058333
16439;0,03935
16440;0,052641667
16441;0,065933333
16442;0,083225
16443;0,100516667
16444;0,117808333
16445;0,1351
16446;0,173575
16447;0,21205
16448;0,250525
16449;0,289
16450;0,336608333
16451;0,384216667
16452;0,431825
16453;0,479433333
16454;0,502083333
16455;0,524733333
16456;0,547383333
16457;0,570033333
16458;0,600333333
16459;0,630633333
16460;0,660933333
16461;0,691233333
16462;0,694225
16463;0,697216667
16464;0,700208333
16465;0,7032
16466;0,708233333
16467;0,713266667
16468;0,7183
16469;0,723333333
16470;0,711908333
16471;0,700483333
16472;0,689058333
16473;0,677633333
16474;0,656833333
16475;0,636033333
16476;0,615233333
16477;0,594433333
16478;0,556241667
16479;0,51805
16480;0,479858333
16481;0,441666667
16482;0,3977
16483;0,353733333
16484;0,309766667
16485;0,2658
16486;0,231608333
16487;0,197416667
16488;0,163225
16489;0,129033333
16490;0,108725
16491;0,088416667
16492;0,068108333
16493;0,0478
16494;0,037041667
16495;0,026283333
16496;0,015525
16497;0,004766667
16498;0,003575
16499;0,002383333
16500;0,001191667
16501;0
16502;0
16503;0
16504;0
16505;0
16506;0
16507;0
16508;0
16509;0
16510;0
16511;0
16512;0
16513;0
16514;0
16515;0
16516;0
16517;0
16518;0
16519;0
16520;0
16521;0
16522;0
16523;0
16524;0
16525;0
16526;0
16527;0
16528;0
16529;0
16530;0,001558333
16531;0,003116667
16532;0,004675
16533;0,006233333
16534;0,017475
16535;0,028716667
16536;0,039958333
16537;0,0512
16538;0,074891667
16539;0,098583333
16540;0,122275
16541;0,145966667
16542;0,184625
16543;0,223283333
16544;0,261941667
16545;0,3006
16546;0,349475
16547;0,39835
16548;0,447225
16549;0,4961
16550;0,532391667
16551;0,568683333
16552;0,604975
16553;0,641266667
16554;0,662375
16555;0,683483333
16556;0,704591667
16557;0,7257
16558;0,733275
16559;0,74085
16560;0,748425
16561;0,756
16562;0,756533333
16563;0,757066667
16564;0,7576
16565;0,758133333
16566;0,748283333
16567;0,738433333
16568;0,728583333
16569;0,718733333
16570;0,699983333
16571;0,681233333
16572;0,662483333
16573;0,643733333
16574;0,609816667
16575;0,5759
16576;0,541983333
16577;0,508066667
16578;0,464375
16579;0,420683333
16580;0,376991667
16581;0,3333
16582;0,279716667
16583;0,226133333
16584;0,17255
16585;0,118966667
16586;0,099108333
16587;0,07925
16588;0,059391667
16589;0,039533333
16590;0,031116667
16591;0,0227
16592;0,014283333
16593;0,005866667
16594;0,0044
16595;0,002933333
16596;0,001466667
16597;0
16598;0
16599;0
16600;0
16601;0
16602;0
16603;0
16604;0
16605;0
16606;0
16607;0
16608;0
16609;0
16610;0
16611;0
16612;0
16613;0
16614;0
16615;0
16616;0
16617;0
16618;0
16619;0
16620;0
16621;0
16622;0
16623;0
16624;0
16625;0
16626;0,00175
16627;0,0035
16628;0,00525
16629;0,007
16630;0,016691667
16631;0,026383333
16632;0,036075
16633;0,045766667
16634;0,071441667
16635;0,097116667
16636;0,122791667
16637;0,148466667
16638;0,186791667
16639;0,225116667
16640;0,263441667
16641;0,301766667
16642;0,3516
16643;0,401433333
16644;0,451266667
16645;0,5011
16646;0,532208333
16647;0,563316667
16648;0,594425
16649;0,625533333
16650;0,6462
16651;0,666866667
16652;0,687533333
16653;0,7082
16654;0,720666667
16655;0,733133333
16656;0,7456
16657;0,758066667
16658;0,756991667
16659;0,755916667
16660;0,754841667
16661;0,753766667
16662;0,738775
16663;0,723783333
16664;0,708791667
16665;0,6938
16666;0,666416667
16667;0,639033333
16668;0,61165
16669;0,584266667
16670;0,554625
16671;0,524983333
16672;0,495341667
16673;0,4657
16674;0,424825
16675;0,38395
16676;0,343075
16677;0,3022
16678;0,258691667
16679;0,215183333
16680;0,171675
16681;0,128166667
16682;0,108341667
16683;0,088516667
16684;0,068691667
16685;0,048866667
16686;0,038258333
16687;0,02765
16688;0,017041667
16689;0,006433333
16690;0,004825
16691;0,003216667
16692;0,001608333
16693;0
16694;0
16695;0
16696;0
16697;0
16698;0
16699;0
16700;0
16701;0
16702;0
16703;0
16704;0
16705;0
16706;0
16707;0
16708;0
16709;0
16710;0
16711;0
16712;0
16713;0
16714;0
16715;0
16716;0
16717;0
16718;0
16719;0
16720;0
16721;0
16722;0,000433333
16723;0,000866667
16724;0,0013
16725;0,001733333
16726;0,012308333
16727;0,022883333
16728;0,033458333
16729;0,044033333
16730;0,066975
16731;0,089916667
16732;0,112858333
16733;0,1358
16734;0,169275
16735;0,20275
16736;0,236225
16737;0,2697
16738;0,322108333
16739;0,374516667
16740;0,426925
16741;0,479333333
16742;0,503658333
16743;0,527983333
16744;0,552308333
16745;0,576633333
